entity_name,entity_url,workflow_name,workflow_path,vulnerability_name,vulnerability_info
RocketChat,https://github.com/RocketChat,ci-test-e2e.yml,https://github.com/RocketChat/Rocket.Chat/blob/master/.github/workflows/ci-test-e2e.yml,External Resource Access,"Usage of mongodb://localhost:27017/rocketchat?replicaSet=rs0&directConnection=true
  TOOL_NODE_FLAGS: ${{ vars.TOOL_NODE_FLAGS }}
  LOWERCASE_REPOSITORY: ${{ inputs.lowercase-repo }}
  DOCKER_TAG: ${{ inputs.gh-docker-tag }}

jobs:
  test:
    runs-on: ubuntu-20.04
    env:
      RC_DOCKERFILE: ${{ matrix.mongodb-version == '6.0' && inputs.rc-dockerfile-alpine || inputs.rc-dockerfile }}
      RC_DOCKER_TAG: ${{ matrix.mongodb-version == '6.0' && inputs.rc-docker-tag-alpine || inputs.rc-docker-tag }}

    strategy:
      fail-fast: false
      matrix:
        mongodb-version: ${{ fromJSON(inputs.mongodb-version) }}
        shard: ${{ fromJSON(inputs.shard) }}

    name: MongoDB ${{ matrix.mongodb-version }} (${{ matrix.shard }}/${{ inputs.total-shard }})${{ matrix.mongodb-version == '6.0' && ' - Alpine' || '' }}

    steps:
      - name: Login to GitHub Container Registry
        if: (github.event.pull_request.head.repo.full_name == github.repository || github.event_name == 'release' || github.ref == 'refs/heads/develop')
        uses: docker/login-action@v2
        with:
          registry: ghcr.io
          username: ${{ secrets.CR_USER }}
          password: ${{ secrets.CR_PAT }}

      - name: Launch MongoDB
        uses: supercharge/mongodb found."
aquasecurity,https://github.com/aquasecurity,build.yaml,https://github.com/aquasecurity/kubectl-who-can/blob/master/.github/workflows/build.yaml,Kubernetes Resource Access,Usage of KUBECONFIG:  found.
aquasecurity,https://github.com/aquasecurity,release.yaml,https://github.com/aquasecurity/kubectl-who-can/blob/master/.github/workflows/release.yaml,Kubernetes Resource Access,Usage of KUBECONFIG:  found.
aquasecurity,https://github.com/aquasecurity,build.yaml,https://github.com/aquasecurity/starboard/blob/master/.github/workflows/build.yaml,Kubernetes Resource Access,Usage of KUBECONFIG:  found.
aquasecurity,https://github.com/aquasecurity,release.yaml,https://github.com/aquasecurity/starboard/blob/master/.github/workflows/release.yaml,Kubernetes Resource Access,Usage of KUBECONFIG:  found.
aquasecurity,https://github.com/aquasecurity,build.yaml,https://github.com/aquasecurity/trivy-operator/blob/master/.github/workflows/build.yaml,Kubernetes Resource Access,Usage of KUBECONFIG:  found.
aquasecurity,https://github.com/aquasecurity,release.yaml,https://github.com/aquasecurity/trivy-operator/blob/master/.github/workflows/release.yaml,Kubernetes Resource Access,Usage of KUBECONFIG:  found.
mdn,https://github.com/mdn,docker.yml,https://github.com/mdn/kuma/blob/master/.github/workflows/docker.yml,External Resource Access,Usage of postgresql://kuma:kuma@postgres:5432/developer_mozilla_org found.
rancher,https://github.com/rancher,workflow.yml,https://github.com/rancher/linkerd2/blob/master/.github/workflows/workflow.yml,Kubernetes Resource Access,Usage of $KUBECONFIG found.
rancher,https://github.com/rancher,local-up.yml,https://github.com/rancher/cri-dockerd/blob/master/.github/workflows/local-up.yml,Kubernetes Resource Access,Usage of $KUBECONFIG found.
rancher,https://github.com/rancher,deploy_rodeos.yaml,https://github.com/rancher/barn/blob/master/.github/workflows/deploy_rodeos.yaml,Kubernetes Resource Access,Usage of KUBECONFIG:  found.
rancher,https://github.com/rancher,main.yaml,https://github.com/rancher/hosted-providers-e2e/blob/master/.github/workflows/main.yaml,Kubernetes Resource Access,Usage of KUBECONFIG:  found.
TryGhost,https://github.com/TryGhost,kitchen.yml,https://github.com/TryGhost/docker-formula/blob/master/.github/workflows/kitchen.yml,Kubernetes Resource Access,Usage of KUBECONFIG: '$HOME/.kube/config' found.
Azure-Samples,https://github.com/Azure-Samples,2-deploy-workload.yml,https://github.com/Azure-Samples/ratings-nodejs-azd-akslza/blob/master/.github/workflows/2-deploy-workload.yml,External Resource Access,Usage of mongodb://${{ env.MONGO_DB_USER }}:${{ env.MongoDB_Password }}@ratings-mongodb.ratingsapp:27017/ratingsdb found.
Azure-Samples,https://github.com/Azure-Samples,azd-up.yml,https://github.com/Azure-Samples/ratings-nodejs-azd-akslza/blob/master/.github/workflows/azd-up.yml,Kubernetes Resource Access,Usage of $KUBECONFIG found.
Azure-Samples,https://github.com/Azure-Samples,build-vm.yaml,https://github.com/Azure-Samples/azure-edge-extensions-aio-environments/blob/master/.github/workflows/build-vm.yaml,Kubernetes Resource Access,Usage of kubectl get pods -A -v6 --kubeconfig C:\\scripts\\config; found.
minio,https://github.com/minio,main.yml,https://github.com/minio/k8s-action/blob/master/.github/workflows/main.yml,Kubernetes Resource Access,Usage of ${{ secrets.KUBECONFIG found.
minio,https://github.com/minio,deployer.yml,https://github.com/minio/mds/blob/master/.github/workflows/deployer.yml,Kubernetes Resource Access,Usage of kubectl --kubeconfig /tmp/kubecconfig -n mds delete pod $(kubectl --kubeconfig /tmp/kubecconfig found.
prisma,https://github.com/prisma,test-mongodb.yaml,https://github.com/prisma/prisma-examples/blob/master/.github/workflows/test-mongodb.yaml,External Resource Access,Usage of mongodb://root:prisma@localhost:27017/prisma found.
prisma,https://github.com/prisma,test.yml,https://github.com/prisma/quaint/blob/master/.github/workflows/test.yml,External Resource Access,"Usage of mysql://root:prisma@localhost:3306/prisma, mysql://root:prisma@localhost:3308/prisma, mysql://root:prisma@localhost:3307/prisma found."
prisma,https://github.com/prisma,test-quaint.yml,https://github.com/prisma/prisma-engines/blob/master/.github/workflows/test-quaint.yml,External Resource Access,"Usage of mysql://root:prisma@localhost:3306/prisma, mysql://root:prisma@localhost:3308/prisma, mysql://root:prisma@localhost:3307/prisma found."
prisma,https://github.com/prisma,test-schema-engine.yml,https://github.com/prisma/prisma-engines/blob/master/.github/workflows/test-schema-engine.yml,External Resource Access,"Usage of mysql://root:prisma@localhost:33807/test, postgresql://prisma@localhost:26257""
          - name: sqlite
            url: sqlite
          - name: vitess_8_0
            url: ""mysql://root:prisma@localhost:33807/test, mysql://root:prisma@localhost:33808/shadow found."
prisma,https://github.com/prisma,test.yml,https://github.com/prisma/deployment-example-vercel/blob/master/.github/workflows/test.yml,External Resource Access,Usage of postgresql://postgres:postgres@localhost:5432/deployment found.
prisma,https://github.com/prisma,test.yml,https://github.com/prisma/prisma-indexes/blob/master/.github/workflows/test.yml,External Resource Access,Usage of mysql://root:strongpassword@localhost:3306/users found.
prisma,https://github.com/prisma,test.yml,https://github.com/prisma/extension-read-replicas/blob/master/.github/workflows/test.yml,External Resource Access,"Usage of postgresql://prisma:prisma@localhost:7432/test, postgresql://prisma:prisma@localhost:6432/test found."
pingcap,https://github.com/pingcap,chaos-mesh.yml,https://github.com/pingcap/dm/blob/master/.github/workflows/chaos-mesh.yml,Kubernetes Resource Access,Usage of KUBECONFIG:  found.
adobe,https://github.com/adobe,e2e-test.yaml,https://github.com/adobe/koperator/blob/master/.github/workflows/e2e-test.yaml,Kubernetes Resource Access,Usage of KUBECONFIG:  found.
encode,https://github.com/encode,test-suite.yml,https://github.com/encode/databases/blob/master/.github/workflows/test-suite.yml,External Resource Access,"Usage of postgresql://username:password@localhost:5432/testsuite, mysql://username:password@localhost:3306/testsuite found."
encode,https://github.com/encode,test-suite.yml,https://github.com/encode/orm/blob/master/.github/workflows/test-suite.yml,External Resource Access,"Usage of postgresql://username:password@localhost:5432/testsuite, mysql://username:password@localhost:3306/testsuite found."
getsentry,https://github.com/getsentry,deploy.yml,https://github.com/getsentry/sourcemaps.io/blob/master/.github/workflows/deploy.yml,Cloud Resource Access,Usage of gcloud auth activate-service-account --key-file service-key.json found.
getsentry,https://github.com/getsentry,build.yml,https://github.com/getsentry/vanguard/blob/master/.github/workflows/build.yml,External Resource Access,Usage of postgresql://postgres:postgres@localhost:5432/postgres found.
getsentry,https://github.com/getsentry,deploy.yml,https://github.com/getsentry/blues-stack/blob/master/.github/workflows/deploy.yml,External Resource Access,Usage of postgresql://postgres:postgres@localhost:5432/postgres found.
IBM,https://github.com/IBM,ocp.yaml,https://github.com/IBM/ibm-common-service-operator/blob/master/.github/workflows/ocp.yaml,Kubernetes Resource Access,Usage of KUBECONFIG:  found.
IBM,https://github.com/IBM,verify-workflow.yaml,https://github.com/IBM/automation-turbonomic/blob/master/.github/workflows/verify-workflow.yaml,Kubernetes Resource Access,Usage of KUBECONFIG:  found.
firebase,https://github.com/firebase,health-metrics-presubmit.yml,https://github.com/firebase/firebase-ios-sdk/blob/master/.github/workflows/health-metrics-presubmit.yml,Cloud Resource Access,Usage of gcloud auth activate-service-account --key-file metrics-access.json found.
Kong,https://github.com/Kong,k4k8s-deploy-ci.yml,https://github.com/Kong/kong-ansible-collection/blob/master/.github/workflows/k4k8s-deploy-ci.yml,Kubernetes Resource Access,"Usage of KUBECONFIG: ""/root/ansible_collections/kong/kong/kube/config"", KUBECONFIG: ""/var/lib/microshift/resources/kubeadmin/kubeconfig"", KUBECONFIG: ""$HOME/.kube/config"" found."
Kong,https://github.com/Kong,k4k8s-deploy-dev-ci.yml,https://github.com/Kong/kong-ansible-collection/blob/master/.github/workflows/k4k8s-deploy-dev-ci.yml,Kubernetes Resource Access,"Usage of KUBECONFIG: ""/root/ansible_collections/kong/kong/kube/config"", KUBECONFIG: ""/var/lib/microshift/resources/kubeadmin/kubeconfig"", KUBECONFIG: ""$HOME/.kube/config"" found."
Kong,https://github.com/Kong,k4k8s_cert_manager-ci.yml,https://github.com/Kong/kong-ansible-collection/blob/master/.github/workflows/k4k8s_cert_manager-ci.yml,Kubernetes Resource Access,"Usage of KUBECONFIG: ""/root/ansible_collections/kong/kong/kube/config"", KUBECONFIG: ""/var/lib/microshift/resources/kubeadmin/kubeconfig"", KUBECONFIG: ""$HOME/.kube/config"" found."
Kong,https://github.com/Kong,k4k8s_cert_manager-dev-ci.yml,https://github.com/Kong/kong-ansible-collection/blob/master/.github/workflows/k4k8s_cert_manager-dev-ci.yml,Kubernetes Resource Access,"Usage of KUBECONFIG: ""/root/ansible_collections/kong/kong/kube/config"", KUBECONFIG: ""/var/lib/microshift/resources/kubeadmin/kubeconfig"", KUBECONFIG: ""$HOME/.kube/config"" found."
Kong,https://github.com/Kong,k4k8s_external_dns-ci.yml,https://github.com/Kong/kong-ansible-collection/blob/master/.github/workflows/k4k8s_external_dns-ci.yml,Kubernetes Resource Access,"Usage of KUBECONFIG: ""/root/ansible_collections/kong/kong/kube/config"", KUBECONFIG: ""/var/lib/microshift/resources/kubeadmin/kubeconfig"", KUBECONFIG: ""$HOME/.kube/config"" found."
Kong,https://github.com/Kong,k4k8s_external_dns-dev-ci.yml,https://github.com/Kong/kong-ansible-collection/blob/master/.github/workflows/k4k8s_external_dns-dev-ci.yml,Kubernetes Resource Access,"Usage of KUBECONFIG: ""/root/ansible_collections/kong/kong/kube/config"", KUBECONFIG: ""/var/lib/microshift/resources/kubeadmin/kubeconfig"", KUBECONFIG: ""$HOME/.kube/config"" found."
GoogleChrome,https://github.com/GoogleChrome,ci.yml,https://github.com/GoogleChrome/lighthouse-ci/blob/master/.github/workflows/ci.yml,External Resource Access,Usage of mysql://root:mysql@127.0.0.1:33306/lighthouse_ci_test found.
thoughtbot,https://github.com/thoughtbot,main.yml,https://github.com/thoughtbot/suspenders/blob/master/.github/workflows/main.yml,External Resource Access,Usage of postgresql://postgres:postgres@localhost:5432/dummy_app_test found.
thoughtbot,https://github.com/thoughtbot,tests.yaml,https://github.com/thoughtbot/flightdeck/blob/master/.github/workflows/tests.yaml,Kubernetes Resource Access,Usage of KUBECONFIG:  found.
Shopify,https://github.com/Shopify,quaint.yml,https://github.com/Shopify/prisma-engines/blob/master/.github/workflows/quaint.yml,External Resource Access,"Usage of mysql://root:prisma@localhost:3307/prisma, mysql://root:prisma@localhost:3308/prisma, mysql://root:prisma@localhost:3306/prisma found."
Shopify,https://github.com/Shopify,schema-engine.yml,https://github.com/Shopify/prisma-engines/blob/master/.github/workflows/schema-engine.yml,External Resource Access,"Usage of mysql://root:prisma@localhost:33807/test, mysql://root:prisma@localhost:33578/shadow, mysql://root:prisma@localhost:33808/shadow, mysql://root:prisma@localhost:33577/test, postgresql://prisma@localhost:26257""
          - name: sqlite
            url: sqlite
          - name: vitess_5_7
            url: ""mysql://root:prisma@localhost:33577/test found."
grafana,https://github.com/grafana,e2e.yaml,https://github.com/grafana/grafana-operator/blob/master/.github/workflows/e2e.yaml,Kubernetes Resource Access,Usage of KUBECONFIG:  found.
grafana,https://github.com/grafana,e2e-tests.yml,https://github.com/grafana/opentelemetry-collector-contrib/blob/master/.github/workflows/e2e-tests.yml,Kubernetes Resource Access,Usage of KUBECONFIG:  found.
aws-samples,https://github.com/aws-samples,code_mirror.yml,https://github.com/aws-samples/aws-cloudformation-stack-instances/blob/master/.github/workflows/code_mirror.yml,External Resource Access,"Usage of ssh://${{ secrets.CODECOMMIT_SSH_KEY_ID}}@${{ secrets.CODECOMMIT_ENDPOINT }}/v1/repos/${{ secrets.CODECOMMIT_REPOSITORY }} HEAD:${{ secrets.CODECOMMIT_BRANCH}}'
      - run: 'git push -f ssh://${{ secrets.CODECOMMIT_SSH_KEY_ID}}@${{ secrets.CODECOMMIT_ENDPOINT }}/v1/repos/${{ secrets.CODECOMMIT_REPOSITORY }} HEAD:${{ secrets.CODECOMMIT_BRANCH} found."
aws-samples,https://github.com/aws-samples,code_mirror.yml,https://github.com/aws-samples/aws-organizations-account-resource/blob/master/.github/workflows/code_mirror.yml,External Resource Access,"Usage of ssh://${{ secrets.CODECOMMIT_SSH_KEY_ID}}@${{ secrets.CODECOMMIT_ENDPOINT }}/v1/repos/${{ secrets.CODECOMMIT_REPOSITORY }} HEAD:${{ secrets.CODECOMMIT_BRANCH}}'
      - run: 'git push -f ssh://${{ secrets.CODECOMMIT_SSH_KEY_ID}}@${{ secrets.CODECOMMIT_ENDPOINT }}/v1/repos/${{ secrets.CODECOMMIT_REPOSITORY }} HEAD:${{ secrets.CODECOMMIT_BRANCH} found."
aws-samples,https://github.com/aws-samples,code_mirror.yml,https://github.com/aws-samples/aws-concurrent-provisioned-product/blob/master/.github/workflows/code_mirror.yml,External Resource Access,"Usage of ssh://${{ secrets.CODECOMMIT_SSH_KEY_ID}}@${{ secrets.CODECOMMIT_ENDPOINT }}/v1/repos/${{ secrets.CODECOMMIT_REPOSITORY }} HEAD:${{ secrets.CODECOMMIT_BRANCH}}'
      - run: 'git push -f ssh://${{ secrets.CODECOMMIT_SSH_KEY_ID}}@${{ secrets.CODECOMMIT_ENDPOINT }}/v1/repos/${{ secrets.CODECOMMIT_REPOSITORY }} HEAD:${{ secrets.CODECOMMIT_BRANCH} found."
aws-samples,https://github.com/aws-samples,code_mirror.yml,https://github.com/aws-samples/aws-cloudformation-stack/blob/master/.github/workflows/code_mirror.yml,External Resource Access,"Usage of ssh://${{ secrets.CODECOMMIT_SSH_KEY_ID}}@${{ secrets.CODECOMMIT_ENDPOINT }}/v1/repos/${{ secrets.CODECOMMIT_REPOSITORY }} HEAD:${{ secrets.CODECOMMIT_BRANCH}}'
      - run: 'git push -f ssh://${{ secrets.CODECOMMIT_SSH_KEY_ID}}@${{ secrets.CODECOMMIT_ENDPOINT }}/v1/repos/${{ secrets.CODECOMMIT_REPOSITORY }} HEAD:${{ secrets.CODECOMMIT_BRANCH} found."
PacktPublishing,https://github.com/PacktPublishing,ci.yml,https://github.com/PacktPublishing/A-Blueprint-for-Production-Ready-Web-Applications/blob/master/.github/workflows/ci.yml,External Resource Access,Usage of postgresql://tozo:tozo@postgres:5432/tozo_test found.
Azure,https://github.com/Azure,large-cluster-test.yaml,https://github.com/Azure/aks-engine/blob/master/.github/workflows/large-cluster-test.yaml,Kubernetes Resource Access,"Usage of $KUBECONFIG, KUBECONFIG:  found."
Azure,https://github.com/Azure,integration-tests.yml,https://github.com/Azure/k8s-create-secret/blob/master/.github/workflows/integration-tests.yml,Kubernetes Resource Access,Usage of KUBECONFIG:  found.
Azure,https://github.com/Azure,integration-tests.yml,https://github.com/Azure/k8s-set-context/blob/master/.github/workflows/integration-tests.yml,Kubernetes Resource Access,Usage of $KUBECONFIG found.
Azure,https://github.com/Azure,integration-tests.yml,https://github.com/Azure/setup-kubectl/blob/master/.github/workflows/integration-tests.yml,Kubernetes Resource Access,Usage of KUBECONFIG:  found.
Azure,https://github.com/Azure,run-integration-tests-basic.yml,https://github.com/Azure/k8s-deploy/blob/master/.github/workflows/run-integration-tests-basic.yml,Kubernetes Resource Access,Usage of KUBECONFIG:  found.
Azure,https://github.com/Azure,run-integration-tests-bluegreen-ingress.yml,https://github.com/Azure/k8s-deploy/blob/master/.github/workflows/run-integration-tests-bluegreen-ingress.yml,Kubernetes Resource Access,Usage of KUBECONFIG:  found.
Azure,https://github.com/Azure,run-integration-tests-bluegreen-service.yml,https://github.com/Azure/k8s-deploy/blob/master/.github/workflows/run-integration-tests-bluegreen-service.yml,Kubernetes Resource Access,Usage of KUBECONFIG:  found.
Azure,https://github.com/Azure,run-integration-tests-bluegreen-smi.yml,https://github.com/Azure/k8s-deploy/blob/master/.github/workflows/run-integration-tests-bluegreen-smi.yml,Kubernetes Resource Access,Usage of KUBECONFIG:  found.
Azure,https://github.com/Azure,run-integration-tests-canary-pod.yml,https://github.com/Azure/k8s-deploy/blob/master/.github/workflows/run-integration-tests-canary-pod.yml,Kubernetes Resource Access,Usage of KUBECONFIG:  found.
Azure,https://github.com/Azure,run-integration-tests-canary-smi.yml,https://github.com/Azure/k8s-deploy/blob/master/.github/workflows/run-integration-tests-canary-smi.yml,Kubernetes Resource Access,Usage of KUBECONFIG:  found.
Azure,https://github.com/Azure,run-integration-tests-private.yml,https://github.com/Azure/k8s-deploy/blob/master/.github/workflows/run-integration-tests-private.yml,Kubernetes Resource Access,Usage of KUBECONFIG:  found.
Azure,https://github.com/Azure,run-integration-tests-resource-annotation.yml,https://github.com/Azure/k8s-deploy/blob/master/.github/workflows/run-integration-tests-resource-annotation.yml,Kubernetes Resource Access,Usage of KUBECONFIG:  found.
Azure,https://github.com/Azure,integration-tests.yml,https://github.com/Azure/k8s-lint/blob/master/.github/workflows/integration-tests.yml,Kubernetes Resource Access,Usage of KUBECONFIG:  found.
Azure,https://github.com/Azure,2-deploy-workload.yml,https://github.com/Azure/AKS-Landing-Zone-Accelerator/blob/master/.github/workflows/2-deploy-workload.yml,External Resource Access,Usage of mongodb://${{ env.MONGO_DB_USER }}:${{ env.MongoDB_Password }}@ratings-mongodb.ratingsapp:27017/ratingsdb found.
Azure,https://github.com/Azure,ci.yml,https://github.com/Azure/fleet/blob/master/.github/workflows/ci.yml,Kubernetes Resource Access,Usage of KUBECONFIG: '/home/runner/.kube/config' found.
Azure,https://github.com/Azure,ci.yml,https://github.com/Azure/k8s-work-api/blob/master/.github/workflows/ci.yml,Kubernetes Resource Access,Usage of KUBECONFIG:  found.
Azure,https://github.com/Azure,run-integration-tests.yml,https://github.com/Azure/k8s-artifact-substitute/blob/master/.github/workflows/run-integration-tests.yml,Kubernetes Resource Access,Usage of KUBECONFIG:  found.
Azure,https://github.com/Azure,large-cluster-test.yaml,https://github.com/Azure/aks-engine-azurestack/blob/master/.github/workflows/large-cluster-test.yaml,Kubernetes Resource Access,"Usage of $KUBECONFIG, KUBECONFIG:  found."
Azure,https://github.com/Azure,azure-deploy.yml,https://github.com/Azure/Apps-DB-Mongo-AI/blob/master/.github/workflows/azure-deploy.yml,External Resource Access,"Usage of mongodb+srv://
      MONGO_CONNECTION_STRING_CONN:  mongocluster.cosmos.azure.com/?tls=true&authMechanism=SCRAM-SHA-256&retrywrites=false&maxIdleTimeMS=120000


jobs:
  deploy:
    runs-on: ubuntu-latest
    steps:
      - name: Checkout Repository
        uses: actions/checkout@v3
        # with:
        #   ref: ${{ github.event.inputs.appGetRepositoryBranch }}

      - name: Set up Azure CLI
        uses: azure/login found."
NVIDIA,https://github.com/NVIDIA,e2e.yaml,https://github.com/NVIDIA/k8s-device-plugin/blob/master/.github/workflows/e2e.yaml,Kubernetes Resource Access,Usage of KUBECONFIG:  found.
NVIDIA,https://github.com/NVIDIA,run-kata-coco-tests.yaml,https://github.com/NVIDIA/kata-containers/blob/master/.github/workflows/run-kata-coco-tests.yaml,Kubernetes Resource Access,Usage of KUBECONFIG:  found.
hashicorp,https://github.com/hashicorp,acceptance_tests_kind.yaml,https://github.com/hashicorp/terraform-provider-kubernetes/blob/master/.github/workflows/acceptance_tests_kind.yaml,Kubernetes Resource Access,Usage of KUBECONFIG:  found.
hashicorp,https://github.com/hashicorp,check_examples.yaml,https://github.com/hashicorp/terraform-provider-kubernetes/blob/master/.github/workflows/check_examples.yaml,Kubernetes Resource Access,Usage of KUBECONFIG:  found.
hashicorp,https://github.com/hashicorp,manifest_acc.yaml,https://github.com/hashicorp/terraform-provider-kubernetes/blob/master/.github/workflows/manifest_acc.yaml,Kubernetes Resource Access,Usage of KUBECONFIG:  found.
hashicorp,https://github.com/hashicorp,build.yml,https://github.com/hashicorp/terraform-provider-vault/blob/master/.github/workflows/build.yml,External Resource Access,Usage of mongodb://root:mongodb@mongo:27017/admin found.
hashicorp,https://github.com/hashicorp,tests.yaml,https://github.com/hashicorp/terraform-provider-helm/blob/master/.github/workflows/tests.yaml,Kubernetes Resource Access,Usage of KUBECONFIG:  found.
hashicorp,https://github.com/hashicorp,helm-end-to-end-tfc.yaml,https://github.com/hashicorp/terraform-cloud-operator/blob/master/.github/workflows/helm-end-to-end-tfc.yaml,Kubernetes Resource Access,Usage of KUBECONFIG:  found.
hashicorp,https://github.com/hashicorp,helm-end-to-end-tfe.yaml,https://github.com/hashicorp/terraform-cloud-operator/blob/master/.github/workflows/helm-end-to-end-tfe.yaml,Kubernetes Resource Access,Usage of KUBECONFIG:  found.
rust-lang,https://github.com/rust-lang,ci.yml,https://github.com/rust-lang/rustc-perf/blob/master/.github/workflows/ci.yml,External Resource Access,"Usage of postgresql://postgres:postgres@127.0.0.1:5432/postgres, postgresql://postgres:postgres@localhost:5432/postgres found."
apache,https://github.com/apache,eventbase-ci.yml,https://github.com/apache/servicecomb-service-center/blob/master/.github/workflows/eventbase-ci.yml,External Resource Access,"Usage of mongodb://127.0.0.1:27017
          cd eventbase
          go test -short -covermode=atomic $(go list ./... | grep -v etcd | grep -v third_party | grep -v examples)
  etcd-storage:
    runs-on: ubuntu-latest
    steps:
      - name: Set up Go
        uses: actions/setup-go@v1
        with:
          go-version: 1.18
        id: go
      - name: Check out source code
        uses: actions/checkout found."
apache,https://github.com/apache,backend.yml,https://github.com/apache/seatunnel/blob/master/.github/workflows/backend.yml,Kubernetes Resource Access,Usage of KUBECONFIG:  found.
apache,https://github.com/apache,backend.yml,https://github.com/apache/dolphinscheduler/blob/master/.github/workflows/backend.yml,External Resource Access,"Usage of mysql://127.0.0.1:3306/dolphinscheduler_dev?useUnicode=true&characterEncoding=UTF-8&allowMultiQueries=true&useSSL=false""
            export SPRING_DATASOURCE_USERNAME=""root""
            export SPRING_DATASOURCE_PASSWORD=""mysql""
            bash dolphinscheduler/dev/tools/bin/upgrade-schema.sh

            export SPRING_DATASOURCE_URL=""jdbc:mysql://127.0.0.1:3306/dolphinscheduler_${{ env.DATABASE_VERSION }}?useUnicode=true&characterEncoding=UTF-8&allowMultiQueries=true&useSSL=false""
            if [[ $DATABASE_VERSION -lt 300 ]]; then
              bash dolphinscheduler/${{ matrix.version }}/script/create-dolphinscheduler.sh
            else
              bash dolphinscheduler/${{ matrix.version }}/tools/bin/upgrade-schema.sh
            fi
            bash dolphinscheduler/dev/tools/bin/upgrade-schema.sh

            atlas_result=$(atlas schema diff \
              --from ""mysql://root:mysql@127.0.0.1:3306/dolphinscheduler_, mysql://root:mysql@127.0.0.1:3306/dolphinscheduler_dev, postgresql://127.0.0.1:5432/dolphinscheduler_dev""
            export SPRING_DATASOURCE_USERNAME=""postgres""
            export SPRING_DATASOURCE_PASSWORD=""postgres""
            bash dolphinscheduler/dev/tools/bin/upgrade-schema.sh
          
            export SPRING_DATASOURCE_URL=""jdbc:postgresql://127.0.0.1:5432/dolphinscheduler_${{ env.DATABASE_VERSION }}""
            if [[ $DATABASE_VERSION -lt 300 ]]; then
              bash dolphinscheduler/${{ matrix.version }}/script/create-dolphinscheduler.sh
            else
              bash dolphinscheduler/${{ matrix.version }}/tools/bin/upgrade-schema.sh
            fi
            bash dolphinscheduler/dev/tools/bin/upgrade-schema.sh
          
            atlas_result=$(atlas schema diff \
              --from ""postgres://postgres:postgres@127.0.0.1:5432/dolphinscheduler_ found."
apache,https://github.com/apache,mongo_storage.yml,https://github.com/apache/servicecomb-kie/blob/master/.github/workflows/mongo_storage.yml,External Resource Access,Usage of mongodb://kie:123@127.0.0.1:27017/servicecomb found.
apache,https://github.com/apache,pulsar-helm-chart-ci.yaml,https://github.com/apache/pulsar-helm-chart/blob/master/.github/workflows/pulsar-helm-chart-ci.yaml,Kubernetes Resource Access,Usage of $KUBECONFIG found.
apache,https://github.com/apache,test-e2e.yml,https://github.com/apache/incubator-devlake/blob/master/.github/workflows/test-e2e.yml,External Resource Access,Usage of mysql://root:root@db:3306/lake found.
google,https://github.com/google,test_coverage.yml,https://github.com/google/GoogleUtilities/blob/master/.github/workflows/test_coverage.yml,Cloud Resource Access,Usage of gcloud auth activate-service-account --key-file metrics-access.json found.
google,https://github.com/google,test_coverage.yml,https://github.com/google/GoogleDataTransport/blob/master/.github/workflows/test_coverage.yml,Cloud Resource Access,Usage of gcloud auth activate-service-account --key-file metrics-access.json found.
microsoft,https://github.com/microsoft,cd.yml,https://github.com/microsoft/kubemlops/blob/master/.github/workflows/cd.yml,Kubernetes Resource Access,Usage of ${{ secrets.KUBECONFIG }} found.
microsoft,https://github.com/microsoft,deploy-aks.yml,https://github.com/microsoft/github-private-runners-on-aks/blob/master/.github/workflows/deploy-aks.yml,Kubernetes Resource Access,"Usage of kubectl --kubeconfig $KUBECONFIG, $KUBECONFIG found."
microsoft,https://github.com/microsoft,run-kata-coco-tests.yaml,https://github.com/microsoft/kata-containers/blob/master/.github/workflows/run-kata-coco-tests.yaml,Kubernetes Resource Access,Usage of KUBECONFIG:  found.
